============================================================
          RELATÓRIO DE SÉRIES: TEMPORADAS E EPISÓDIOS
 Termo: town doctor
 Data:  15/01/2026 17:46:50
============================================================

📊 RESUMO DE ATUALIZAÇÕES (POR SERVIDOR):
 > [SERVER: -_TESTE_COMPLETO_-_SMART_TVS_(_LG__SAMSUNG__ROKU_).m3u] -> 1ª Temp | Ep mais alto: 39
   ------------------------------
   ├─ The Town Doctor [L] S01E24
   └─ Localizado: [ 1ª Temp | Ep: 24] em Series | Legendadas
   ------------------------------
   ├─ The Town Doctor [L] S01E25
   └─ Localizado: [ 1ª Temp | Ep: 25] em Series | Legendadas
   ------------------------------
   ├─ The Town Doctor [L] S01E26
   └─ Localizado: [ 1ª Temp | Ep: 26] em Series | Legendadas
   ------------------------------
   ├─ The Town Doctor [L] S01E27
   └─ Localizado: [ 1ª Temp | Ep: 27] em Series | Legendadas
   ------------------------------
   ├─ The Town Doctor [L] S01E28
   └─ Localizado: [ 1ª Temp | Ep: 28] em Series | Legendadas
   ------------------------------
   ├─ The Town Doctor [L] S01E29
   └─ Localizado: [ 1ª Temp | Ep: 29] em Series | Legendadas
   ------------------------------
   ├─ The Town Doctor [L] S01E30
   └─ Localizado: [ 1ª Temp | Ep: 30] em Series | Legendadas
   ------------------------------
   ├─ The Town Doctor [L] S01E31
   └─ Localizado: [ 1ª Temp | Ep: 31] em Series | Legendadas
   ------------------------------
   ├─ The Town Doctor [L] S01E32
   └─ Localizado: [ 1ª Temp | Ep: 32] em Series | Legendadas
   ------------------------------
   ├─ The Town Doctor [L] S01E33
   └─ Localizado: [ 1ª Temp | Ep: 33] em Series | Legendadas
   ------------------------------
   ├─ The Town Doctor [L] S01E34
   └─ Localizado: [ 1ª Temp | Ep: 34] em Series | Legendadas
   ------------------------------
   ├─ The Town Doctor [L] S01E35
   └─ Localizado: [ 1ª Temp | Ep: 35] em Series | Legendadas
   ------------------------------
   ├─ The Town Doctor [L] S01E36
   └─ Localizado: [ 1ª Temp | Ep: 36] em Series | Legendadas
   ------------------------------
   ├─ The Town Doctor [L] S01E37
   └─ Localizado: [ 1ª Temp | Ep: 37] em Series | Legendadas
   ------------------------------
   ├─ The Town Doctor [L] S01E38
   └─ Localizado: [ 1ª Temp | Ep: 38] em Series | Legendadas
   ------------------------------
   ├─ The Town Doctor S01E01
   └─ Localizado: [ 1ª Temp | Ep: 1] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E02
   └─ Localizado: [ 1ª Temp | Ep: 2] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E03
   └─ Localizado: [ 1ª Temp | Ep: 3] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E04
   └─ Localizado: [ 1ª Temp | Ep: 4] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E05
   └─ Localizado: [ 1ª Temp | Ep: 5] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E06
   └─ Localizado: [ 1ª Temp | Ep: 6] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E07
   └─ Localizado: [ 1ª Temp | Ep: 7] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E08
   └─ Localizado: [ 1ª Temp | Ep: 8] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E09
   └─ Localizado: [ 1ª Temp | Ep: 9] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E10
   └─ Localizado: [ 1ª Temp | Ep: 10] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E11
   └─ Localizado: [ 1ª Temp | Ep: 11] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E12
   └─ Localizado: [ 1ª Temp | Ep: 12] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E13
   └─ Localizado: [ 1ª Temp | Ep: 13] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E14
   └─ Localizado: [ 1ª Temp | Ep: 14] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E15
   └─ Localizado: [ 1ª Temp | Ep: 15] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E16
   └─ Localizado: [ 1ª Temp | Ep: 16] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E17
   └─ Localizado: [ 1ª Temp | Ep: 17] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E18
   └─ Localizado: [ 1ª Temp | Ep: 18] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E19
   └─ Localizado: [ 1ª Temp | Ep: 19] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E20
   └─ Localizado: [ 1ª Temp | Ep: 20] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E21
   └─ Localizado: [ 1ª Temp | Ep: 21] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E22
   └─ Localizado: [ 1ª Temp | Ep: 22] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E23
   └─ Localizado: [ 1ª Temp | Ep: 23] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E24
   └─ Localizado: [ 1ª Temp | Ep: 24] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E25
   └─ Localizado: [ 1ª Temp | Ep: 25] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E26
   └─ Localizado: [ 1ª Temp | Ep: 26] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E27
   └─ Localizado: [ 1ª Temp | Ep: 27] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E28
   └─ Localizado: [ 1ª Temp | Ep: 28] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E29
   └─ Localizado: [ 1ª Temp | Ep: 29] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E30
   └─ Localizado: [ 1ª Temp | Ep: 30] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E31
   └─ Localizado: [ 1ª Temp | Ep: 31] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E32
   └─ Localizado: [ 1ª Temp | Ep: 32] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E33
   └─ Localizado: [ 1ª Temp | Ep: 33] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E34
   └─ Localizado: [ 1ª Temp | Ep: 34] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E35
   └─ Localizado: [ 1ª Temp | Ep: 35] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E36
   └─ Localizado: [ 1ª Temp | Ep: 36] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E37
   └─ Localizado: [ 1ª Temp | Ep: 37] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E38
   └─ Localizado: [ 1ª Temp | Ep: 38] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E39
   └─ Localizado: [ 1ª Temp | Ep: 39] em Series | Turcas
   ------------------------------


📁 LISTA: CineFlix_-_1_NET-ONE_-_Teste_IPTV_C_Adultos.m3u
   ├─ The Town Doctor S01E01
   └─ Localizado: [ 1ª Temp | Ep: 1] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E02
   └─ Localizado: [ 1ª Temp | Ep: 2] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E03
   └─ Localizado: [ 1ª Temp | Ep: 3] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E04
   └─ Localizado: [ 1ª Temp | Ep: 4] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E05
   └─ Localizado: [ 1ª Temp | Ep: 5] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E06
   └─ Localizado: [ 1ª Temp | Ep: 6] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E07
   └─ Localizado: [ 1ª Temp | Ep: 7] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E08
   └─ Localizado: [ 1ª Temp | Ep: 8] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E09
   └─ Localizado: [ 1ª Temp | Ep: 9] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E10
   └─ Localizado: [ 1ª Temp | Ep: 10] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E11
   └─ Localizado: [ 1ª Temp | Ep: 11] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E12
   └─ Localizado: [ 1ª Temp | Ep: 12] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E13
   └─ Localizado: [ 1ª Temp | Ep: 13] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E14
   └─ Localizado: [ 1ª Temp | Ep: 14] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E15
   └─ Localizado: [ 1ª Temp | Ep: 15] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E16
   └─ Localizado: [ 1ª Temp | Ep: 16] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E17
   └─ Localizado: [ 1ª Temp | Ep: 17] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E18
   └─ Localizado: [ 1ª Temp | Ep: 18] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E19
   └─ Localizado: [ 1ª Temp | Ep: 19] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E20
   └─ Localizado: [ 1ª Temp | Ep: 20] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E21
   └─ Localizado: [ 1ª Temp | Ep: 21] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E22
   └─ Localizado: [ 1ª Temp | Ep: 22] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E23
   └─ Localizado: [ 1ª Temp | Ep: 23] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E24
   └─ Localizado: [ 1ª Temp | Ep: 24] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E25
   └─ Localizado: [ 1ª Temp | Ep: 25] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E26
   └─ Localizado: [ 1ª Temp | Ep: 26] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E27
   └─ Localizado: [ 1ª Temp | Ep: 27] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E28
   └─ Localizado: [ 1ª Temp | Ep: 28] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E29
   └─ Localizado: [ 1ª Temp | Ep: 29] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E30
   └─ Localizado: [ 1ª Temp | Ep: 30] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E31
   └─ Localizado: [ 1ª Temp | Ep: 31] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E32
   └─ Localizado: [ 1ª Temp | Ep: 32] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E33
   └─ Localizado: [ 1ª Temp | Ep: 33] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor S01E34
   └─ Localizado: [ 1ª Temp | Ep: 34] em SÉRIES | DRAMA
   ------------------------------
   ├─ The Town Doctor [L] S01E01
   └─ Localizado: [ 1ª Temp | Ep: 1] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E02
   └─ Localizado: [ 1ª Temp | Ep: 2] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E03
   └─ Localizado: [ 1ª Temp | Ep: 3] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E04
   └─ Localizado: [ 1ª Temp | Ep: 4] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E05
   └─ Localizado: [ 1ª Temp | Ep: 5] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E06
   └─ Localizado: [ 1ª Temp | Ep: 6] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E07
   └─ Localizado: [ 1ª Temp | Ep: 7] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E08
   └─ Localizado: [ 1ª Temp | Ep: 8] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E09
   └─ Localizado: [ 1ª Temp | Ep: 9] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E10
   └─ Localizado: [ 1ª Temp | Ep: 10] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E11
   └─ Localizado: [ 1ª Temp | Ep: 11] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E12
   └─ Localizado: [ 1ª Temp | Ep: 12] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E13
   └─ Localizado: [ 1ª Temp | Ep: 13] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E14
   └─ Localizado: [ 1ª Temp | Ep: 14] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E15
   └─ Localizado: [ 1ª Temp | Ep: 15] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E16
   └─ Localizado: [ 1ª Temp | Ep: 16] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E17
   └─ Localizado: [ 1ª Temp | Ep: 17] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E18
   └─ Localizado: [ 1ª Temp | Ep: 18] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E19
   └─ Localizado: [ 1ª Temp | Ep: 19] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E20
   └─ Localizado: [ 1ª Temp | Ep: 20] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E21
   └─ Localizado: [ 1ª Temp | Ep: 21] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E22
   └─ Localizado: [ 1ª Temp | Ep: 22] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E23
   └─ Localizado: [ 1ª Temp | Ep: 23] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E24
   └─ Localizado: [ 1ª Temp | Ep: 24] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E25
   └─ Localizado: [ 1ª Temp | Ep: 25] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E26
   └─ Localizado: [ 1ª Temp | Ep: 26] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E27
   └─ Localizado: [ 1ª Temp | Ep: 27] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E28
   └─ Localizado: [ 1ª Temp | Ep: 28] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E29
   └─ Localizado: [ 1ª Temp | Ep: 29] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E30
   └─ Localizado: [ 1ª Temp | Ep: 30] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E31
   └─ Localizado: [ 1ª Temp | Ep: 31] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E32
   └─ Localizado: [ 1ª Temp | Ep: 32] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E33
   └─ Localizado: [ 1ª Temp | Ep: 33] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E34
   └─ Localizado: [ 1ª Temp | Ep: 34] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E35
   └─ Localizado: [ 1ª Temp | Ep: 35] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E36
   └─ Localizado: [ 1ª Temp | Ep: 36] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor [L] S01E37
   └─ Localizado: [ 1ª Temp | Ep: 37] em SERIES LEGENDADO
   ------------------------------
   ├─ The Town Doctor S01E01
   └─ Localizado: [ 1ª Temp | Ep: 1] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E02
   └─ Localizado: [ 1ª Temp | Ep: 2] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E03
   └─ Localizado: [ 1ª Temp | Ep: 3] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E04
   └─ Localizado: [ 1ª Temp | Ep: 4] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E05
   └─ Localizado: [ 1ª Temp | Ep: 5] em Series | Turcas
   ------------------------------
   ├─ The Town Doctor S01E06
